"sentence","tag"
"super spacious considering london design refreshing relaxing","Facilities"
"great!","Facilities"
"spacious rooms great views nice amenities really helpful staff","Facilities"
"amazing stay husbands 30th birthday. staff friendly, especially walter special thankyou him. arrived early hotel room ready, wed received complimentary upgrade. housekeeping left extra pillows requested, vshaped pregnancy pillow make stay comfortable trimester. enjoyed use wellbeing floor relaxed pool area. back!","Facilities"
"amazing","Facilities"
"excellent location near liverpool st station. breakfast great variety, enjoyed morning. great pool wellness facilities, drawing room relaxing.","Facilities"
"room, carpet dirty bathroom mentioned done. room service poor missing items clueless staff didnt understand simple instructions. rooms need pelmets curtains sun streams city view rooms morning, making sleep impossible.","Facilities"
"excellent check staff.","Facilities"
"just spectacular amazing desk girls polite friendly bar staff house girl friendly doubt mind 100 deserving 5 star beds like sinking clouds location amazing love thank fab weekend","Facilities"
"location, room size","Facilities"
"brand new right outside liverpool st station. gherkin. sushi samba duck waffle. room nice, didnt wow me. spa pool really nice. overall like 8.510","Facilities"
"room lacked wow factor price paid.","Facilities"
"location good. hotel new. facility condition.","Facilities"
"shocked arrived day one. went bathroom saw water hose shower great unclean condition. shameful. called hotel sent cleaners clean immediately. surprised 5 star hotel housekeeping staff night 8 pm. be!! also, checked out, paid all, just transactions credit card asking emailing telling is. paid advance. really disappointed.","Facilities"
"modern, clean, designed, appointed","Facilities"
"nice","Facilities"
"excellent","Facilities"
"property excellent, beautifully designed rooms fantastic.","Facilities"
"pretty","Facilities"
"modern, clean comfortable.","Facilities"
"absolutely lovely hotel, great size room spacious bathroom! amazing value money fault","Facilities"
"minor thing super picky toilet roll","Facilities"
"temperature room terrible high possibility turn putting thermometer 16.","Facilities"
"luxurious comfortable","Facilities"
"fault hotel, arrival check brilliant. customer service exceptional room spa facilities.","Facilities"
"just feels new, clean furnished. comfortable place be. little things, like chairs reception super comfortable imposing space, hallways rooms spacious lit.","Facilities"
"absolutely nothing. perfect!","Facilities"
"cozy room. great beds. great bathroom amenities. breakfast good, lot choices, bit expensive, london so...also hotel verry located.","Facilities"
"main restaurant pretty small compared size hotel, evenings experienced problems getting table prior reservation.","Facilities"
"luxury earth, really friendly staff dog friendly","Facilities"
"beds super comfy, breakfast really fresh tasty, service excellent. expect 5 star hotel more. great location just short stroll road liverpool street station. staff really helpful trouble. like mention housekeeping. room immaculate, room cleaned morning mean cleaned thoroughly just bins. turndown service evening treat appreciated, refreshed again. definitely staying again.","Facilities"
"didnt like.","Facilities"
"booked bed breakfast got said room","Facilities"
"price miscommunication","Facilities"
"fantastic hotel, brilliant staff.","Facilities"
"expensive, stayed night coronation king charles iii, hotel bedroom london expensive night 5th may.","Facilities"
"view","Facilities"
"rooms elegant, clean, spacious beautiful. layout fabulous. round great hotel. food lovely huge variety. staff helpful, friendly polite too.","Facilities"
"dont negative comments.","Facilities"
"staff lovely room clean comfortable.","Facilities"
"stayed hotels world. quite expensive. hot plates breakfast dinning room expensive buffet food got cold,no covers hot food. swimming pool warmer.","Facilities"
"flawless room, excellent view, spectacular pool perfect location london. shangrila shard used favourite hotel standard london, patch pan pacific. new hotel freshly finished feel it. staff friendly, efficient welcoming. shout alex room inroom dining folks reception team aged delivery preordered lunch room precisely ontime just minutes arrival. dinner straits kitchen superb. deserts level awesome. service outstanding cocktails particularly good. spa area pool major selling point. rain pretty common london weekend stayed, perfect place instead braving weather. location better. views famous skyscrapers window.","Facilities"
"ultra picky, breakfast better. milk cereal needs kept cool container wants room temp milk cornflakes. service little fussy... live wrapper cube sugar just coffee sitting table minutes. thats though. told ultra picky.","Facilities"
"breakfast buffet spread decent small slightly overpriced. staff friendly, helpful professional. hotel kept high cleanliness standard, smells like heaven think frangipani, housekeeping team doing great job extent arranging skincare makeup products according size type, inroom service great, facilities like gym, pool, drawing room really cozy wellrunned. room welldesigned really makes sense user perspective. room felt like wasted, furniture feature serves purpose. checked chain 4 star hotel regents park later realised took pan pac granted. miss pleasant smell, coziness room, flawless facilities, bathroom just works, excellent pantry supplies, diptyque toiletries, location, bed pillow transport deep sleep world having pull curtains hand. pan pac golden standard modern day hotels hotel chain strive match.","Facilities"
"annoying stay housekeeper leave dirty short glass cleaning cleaned else. idea specifically just short glasses left out. housekeeper kept moving dyson hair dryer bathroom plug point. moving hairdryer stand room access plug point. despite informing housekeeping team twice, hairdryer got moved bathroom. started think prank tipping especially day left handwritten note says hair dryer bathroom, came housekeeper moved hairdryer stand bathroom. mean, obsession moving hairdryer bathroom?!! didnt afternoon tea savoury treats standards cold tough. tea, cakes scones good though.","Facilities"
"recently stayed pan pacific london given free room upgrade. staff excellent, making feel like royalty attentive friendly service. room spacious, modern, stunning view. hotels location great. overall, highly recommend luxurious stay city.","Facilities"
"great location...near tube restaurants","Facilities"
"locations, service, food, views, quality","Facilities"
"clean modern.","Facilities"
"better restaurant designated area customers dogs. better room dressing mirror desk. stayed suite.","Facilities"
"hotel exceed expectations premium, luxury accomodation. staff friendly, professional, hand help enjoyable stay. location ideal travelling london","Facilities"
"little touches excellent, complimentary bottles water check needed walking round london day! lovely chap called len accompanied room offered carry bags. enjoyed room, facilities notch. excellent bathroom fantastic diptique toiletries dyson hairdryer alongside solid water pressure. really classy touches small teapot. anniversary team hotel sent complimentary brownie room 30 mins arrived real lovely touch. spa great addition stay also, nice leisurely morning check out, set final day city.","Facilities"
"few.things gripe really nitpicking! children spa pool making bit noise gone hours allows children perfectly possible avoid this, just didnt quite fit schedule unfortunately!","Facilities"
"location perfect staff amazing. felt 5 star","Facilities"
"breakfast served quicker reason avoid hotel","Facilities"
"breakfast excellent. hotel location superb.","Facilities"
"having signed membership pan pacific group total having booked 5 nights disappointed having booked booking.com disqualifies earning nights.","Facilities"
"cleanliness, comfort amenities superb.","Facilities"
"just member staff particular wasnt helpful.","Facilities"
"staff amazing, really thoughtful, room comfortable great location.","Facilities"
"staff incredibly helpful friendly. lost watch pool facilities desk person helped went way retrieve it. inroom dining staff quick helpful room lovely.","Facilities"
"issue hotel, spa pool facilities children entire time there. problem itself, conducive relaxing spa atmosphere. certain hours day adults only? key cards work certain floors did come people stuck lift haha.","Facilities"
"went smooth, checkin, checkout. breakfast amazing. staff helpful! felt warm nice return cozy hotel day walking sightseeing!","Facilities"
"hotel luxurious, welcoming. close liverpool st station underground attractions london. little surprises children lovely. room spacious","Facilities"
"bed somewhat uncomfortable. starting sag side, meaning ridge middle. luxury else, surprised bed amazing","Facilities"
"excellent location close liverpool st station, easy walk tower london, spots wanted visit sky garden. great choice restaurants close vicinity too. staff friendly helpful. enjoyed comfort spacious room, massive comfortable bed, lovely visit pool.","Facilities"
"think really. pick lunchtime noodles straits kitchen bit tasteless soy sauce probably fixed that.","Facilities"
"friendly professional time location ideal road liverpool st station","Facilities"
"good","Facilities"
"staff nice friendly. quick service attentive. facilities great clean. lovely room comfy bed.","Facilities"
"think anything. coming","Facilities"
"got free upgrade executive room, huge. amenities amazing, pool spa great. staff welcoming friendly.","Facilities"
"little way central london","Facilities"
"staff facilities amazing. room beautiful. spa facilities excellent. outstanding customer service .","Facilities"
"hooks towels clothes bathroom. shows im really struggling negative.","Facilities"
"high standard, people friendly welcoming isnt time staying here, wont last!","Facilities"
"just beautiful","Facilities"
"great room nice view fantastic location good food excellent service nice gym pool.","Facilities"
"minor issue saunas closed maintenance","Facilities"
"staff great friendly. location comfortable busy. rooms suprb, thought given little detail.","Facilities"
"love hotel, rooms spacious, lit comfy. breakfast amazing.","Facilities"
"think hot tub pool area lovely.","Facilities"
"nothing.. perfect","Facilities"
"serena hammed amazing personal touches experience special. server dinner, daisy, incredibly friendly attentive! felt comfortable, special time. thank much!","Facilities"
"brightly lit room, friendly staff got spa treatment.","Facilities"
"male steam room wasnt fixed.","Facilities"
"staff extremely presented trained","Facilities"
"incredible room, friendly staff","Facilities"
"did enjoy pool area pool lots children taking space making noise.","Facilities"
"location spacious room turn service","Facilities"
"water pressure stronger","Facilities"
"room lovely, staff exceptional pool nice alsowe enjoyed swim sauna. staff excellent child great time here. location greateasy tourist attractions outside hustle bustle. definitely stay again.","Facilities"
"really think anything. said breakfast quite expensive goodlots different options juices setting good.","Facilities"
"nice gym nice swimmingpool helpful personel","Facilities"
"breakfest expensive windows clean","Facilities"
"breakfast great. fantastic selection offer.","Facilities"
"great. staff friendly happy accommodate asked for. 1010","Facilities"
"pan pacific sure make memorable stay anniversary.","Facilities"
"complimentary bottles water.","Facilities"
"brand new place modern design, fresh break usual old school grandeur london. loved it. mindful fact time visit u r little bit far main tourist hot spots. ideal u wanna explore east","Facilities"
"beds didnt quite feel 100 comfortable. thats minor point","Facilities"
"decor,the star service rooms great size comfy beds .the staff birthday amazing really looked us. highly recommend hotel. staff truly look hotel place want stay london. thank making stay memorable.","Facilities"
"nothingkeep good work!!!","Facilities"
"location minutes walk liverpool underground tube.","Facilities"
"note concierge staff covered weekend day shift april 1 2 displayed poor communication hospitality skills. included poor listening skills, smiling, answering appropriately. example answering constantly using word listening questions way upscale hotel desk staff answering guests. appears concierge staff member poorly trained supervised properly correction. behavior spoil overall experience staff members. checking in, explained basic hotel location gym, time breakfast, lighting controls guest room overkill downright confusing. technology bedroom awkward experience","Facilities"
"excellent buildingreally fancy really quite","Facilities"
"expectations t wait back!","Facilities"
"nicer photos.","Facilities"
"nothing.","Facilities"
"stayed wedding, family close friends. happier experience hotel staff catered request timely professional manner welcoming visitors, endless champagne flutes, speech printing, room servicing request, extra seating, etc, hotel perfect relaxing environment big weekend. quiet haven middle busy city!","Facilities"
"nothing.","Facilities"
"brilliant location exceptionally clean amazing staff","Facilities"
"wonderful smells sounds. amazing pool sauna.","Facilities"
"better hair tools available e.g hair straighteners.","Facilities"
"great service. nice clean rooms. good arranged.","Facilities"
"staff amazing, spotless, room great, minor issues were, sauna multi sex spa experience partner, location ok tv bit awkward bed","Facilities"
"love pool, kids love pool. hotels limit childrens pool times narrow unhelpful slots upset jump splash park plaza westminster bridge talking you. here! girls floaties delighted girls enjoying themselves. treasure hunt free teddy. reception arrived warm welcoming is, stay work regularly, staff lovely.","Facilities"
"pet hate mine. hate kids offered kids menu burgers chips junk food. preferred smaller portions real food available. instead, order adult portions adult prices. no, obviously share single dish order thing nonparent ask question... stop coming again. just eat out.","Facilities"
"hotel oozes luxury offers incredible tailored experience","Facilities"
"impossible incredible","Facilities"
"reception staff friendly welcoming, continued stay. room comfortable extremely clean. pool area delightful relaxing extremely clean. visited hotels patisserie highly recommend. cakes works art.","Facilities"
"know difficult guests coming going nice told little available hotel relation restaurants bars, times breakfast. information room just nice little familiarity arrival.","Facilities"
"terrible service","Facilities"
"stuff hurt harassed friend disrespectful im disappointed going sleep again.","Facilities"
"beautiful, elegant hotel! staff welcoming friendly. greeted smiles round! amazing customer service. spa facilities just perfect! highly recommend staying here!","Facilities"
"bad, nice sauna steam room unisex separate other!","Facilities"
"stay perfect, clean, friendly staff round brilliant experience defiantly returning soon.","Facilities"
"breakfast indinning experience come little fresher hotter.","Facilities"
"great stay, bathroom heated really set up. prompt service staff excellent location.","Facilities"
"room smaller considering price. gym missing bits.","Facilities"
"location staff spa good price 5 star","Facilities"
"everything! hotel amazing. definitely book future travels. staff fantasticfrom desk people housekeeping staff. absolutely amazing!","Facilities"
"loved everything!","Facilities"
"great location actual hotel rooms definitely luxurious amenities room diptique products, luxurious robes, dyson hairdryer style technology.","Facilities"
"however, level service needs tending to. arrived 10pm long day travelling, warm welcome checkin took ages accidentally tried charge multiple times embarrassing payment took time looked like didnt money. pre charge 100 deposit night, excessive unnecessary. porter brought room nice, really unable read tired just wanted head straight bed overstayed welcome honest. spa lovely, heated pool freezing sauna steam rooms cold. odd experience woman letting room knocking. shocked quickly left room. wasnt decent encounter unofficial room turned down. left feeling spooked honest, reason just walk room ringing bell. lastly, food straights kitchen bad didnt eat left.","Facilities"
"especially staffs","Facilities"
"ver modern clean","Facilities"
"great room, location treated really reception.","Facilities"
"stayed night intention relaxing spa. spa basically super loud childrens pool fun area 7pm everyday closes 9pm, time dinner. didnt really serve relaxing way.","Facilities"
"facilities","Facilities"
"cold","Facilities"
"service pan pacific second none. rooms finished impeccable standard.","Facilities"
"views","Facilities"
"breakfast expensive","Facilities"
"perfect","Facilities"
"sauna steam room male female separated","Facilities"
"lovely weekend break here. staff amazing feel welcomed beginning till end.","Facilities"
"na experience amazing complaints.","Facilities"
"stayed night celebrate fiancés birthday. staff desk welcoming friendly. arranged little balloon surprise room arrival happy fulfilled exactly requested. got upgraded room lovely view city. beautiful dinner straits kitchen food desserts absolutely delicious. end stay ordered inroom breakfast, delivered friendly accommodating concierge staff. definitely soon. highly recommend! special thank tia shamon amazing service. apologies names spelt incorrectly.","Facilities"
"bathtub bigger.","Facilities"
"fantastic breakfast im little disappointing pay extra breakfast menu payed it. make offer off. breakfast included, price havent asked breakfast included price penny pinching confusing.","Facilities"
"staff great im really disappointed reception team. stay pan pacific quite regularly. day visit missed breakfast morning. asked moved booking 24th march, week away. told booked bookings.com. just really annoying penny pinching. penalised booking platform hotel chose of?","Facilities"
"staff incredible check throughout. hotel beautiful, best place ive stayed london","Facilities"
"nothing, honestly devonshire suite worth money, amazing","Facilities"
"swimming pool quality room","Facilities"
"wait check 1 member staff desk meant standing good 10 minutes. expect 5 star hotel.","Facilities"
"rooms super nice, great view, special requests accomodated too, lovely 5 staff hotel attentive, chatty making stay better... nice gym fully equipped like 95 excercises, thing videos website video punch bag gloves, there...not huge deal 99.9 clientele imagine valid point. amazing swimming pool nice view liverpool street, good relax. location great, 2 min walk liverpool street. staff lily bar really amazing really took care cocktails made. make want come night enjoy vibe. specifically, night cacao based old fashioned , highly reccomended, wish recipe make home! staff read review, obtain recipe service ukrainian lady, ladies italian guy super too!! 5 didnt breakfast there, 35gbp breakfast, worth imo. revise pricing breakfast based local proximity restaurants serving breakfast cheaper rate. ldn breakfast thanks pan pacific.","Facilities"
"breakfast pricing lack boxing bag website shows","Facilities"
"staff welcoming attentive. hotel immaculate paid attention detail. excellent hotel, definitely recommend.","Facilities"
"room service dinner ordered small portion sized meal.","Facilities"
"exceptional property, exceptional service! perfect, team extra mile make stay perfect. thank you!","Facilities"
"wonderful experience, great staff, fantastic room, bed comfortable","Facilities"
"wonderful stay pan pacific hotel. atmosphere great, location perfect, staff incredibly helpful. room spotless facilities excellent condition. highly recommend hotel looking comfortable enjoyable stay.","Facilities"
"initial welcome, end stay fantastic. having stayed hotels hotel chains travels. pan pacific london really amazing, friendly attentive staff, professionalism, cleanliness hotel ask for.","Facilities"
"leave, wish literally spending trip london hotel.","Facilities"
"perfect location, impeccable facilities, serene spaces friendly staff","Facilities"
"hotel expensive, slice heaven, definitely worth special occasion.","Facilities"
"staff friendly helpful, calm peaceful ambiance","Facilities"
"temperature dial bedroom little tricky set","Facilities"
"perfect. staff loveliest, place beautiful.","Facilities"
"location perfect, like singapore london. room exceptional.","Facilities"
"having leave","Facilities"
"room beautiful, comfy bed, independent ac, fantastic view great amenities. wellbeing floor fantastic, great place break busy city, real highlight hotel attentive staff stay enjoyable.","Facilities"
"staff incredibly friendly, professional helpful. hotel beautifully appointed. bathroom diptyque products superb. location brilliant. minute walk liverpool street station great restaurants.","Facilities"
"real luxury. robes unbelievably comfortable. staff amazing. lovely pool gym. really nice room great touches. definitely try escapist treat!","Facilities"
"room service going restaurant pizza bit soggy lobster lobster salad taster dish bar fantastic think choice room service problem","Facilities"
"service checkincheckout, straits kitchen ginger lily outstanding. amazing food too. bed super luxurious great views accessories, housekeeping exceptional hotel spotless. tried pool overlooked liverpool street. really relaxing little cold really chilled.","Facilities"
"shame turndown lady arrived fairly early getting ready 6pm told wouldnt able come later asked her. little things like make really positive impact stay away return night out.","Facilities"
"enjoyed restaurant, late bar friendly staff.","Facilities"
"steam room broken awaiting got massage oversight.","Facilities"
"staff amazing hotel 10 10 best hotel london just amazing point fault.","Facilities"
"fault thing turn lights pool area bright evening","Facilities"
"clean, view nice.","Facilities"
"room smaller anticipated. considering cost, service expected. stayed married earlier day premise wed receive remarkable service, especially mark occasion got sliver chocolate cake. reservation restaurant confirmed email. food restaurant expensive good. just felt disappointed, especially experience considering hotel wedding initially. wouldnt stay again. id forego view better service elsewhere.","Facilities"
"staff friendly helpful. hotel spotless maintained.","Facilities"
"fault it. negative pool little cold","Facilities"
"hotel good location new. stay here, time extremely disappointed.","Facilities"
"room cleaning, requested room cleaned came room supposedly cleaned garbage picked rooms cleaning miserable. noticed times stay concierge reception rooms phone takes long answer dont answer dont back. happened times.","Facilities"
"welcome introduction room.","Facilities"
"spa exaggerated. quite small facility. expecting hot tup jacuzzi least.","Facilities"
"perfect","Facilities"
"hotel amazing value money. unfortunately didnt chance use facilities stay short, love come again. location perfect dinner gherkin. impressed mini bar room hotels longer offer this, bonus.","Facilities"
"good","Facilities"
"love it. cooked satisfaction. location ok. close attractions.","Facilities"
"maybe little bigger room","Facilities"
"room large spacious, bed extremely comfortable. showerwet room perfect couple. hotel smelt nice. theres bad say stay","Facilities"
"didnt didnt like","Facilities"
"hotel beautiful, incredibly clean, staff absolutely wonderful us. gorgeous cocktails ginger lily bar evening, absolutely perfect","Facilities"
"hotel absolutely amazing, second walked enveloped calm kind relaxed atmosphere. staff outstandingbeautiful, serene food straits kitchen best weve","Facilities"
"room","Facilities"
"location","Facilities"
"luxurious, fantastically maintained superb staff.","Facilities"
"staff friendly, room new clean, laundry service good, good. hotel choice come london time","Facilities"
"room carpet cleaning better.","Facilities"
"amazing experience start finish. staff lovely people, much. amazing place stay, fault it.","Facilities"
"staff amazing, friendly helpful. loved singapur inspired style. contemporary. tube just street, nice restaurants area.","Facilities"
"la carte food awful. tried crispy tofu, dry, like chewing gum. curry did flavor. disappointing again. teatime lovely busy loud environment. sandwiches fluffy flavoring again. sweets nice. breakfast ok long taste hot dishes disappointing massages. expensive get. therapists level 5 hotels.","Facilities"
"room splendid view ! super comfy large bed spa pool","Facilities"
"nothing, perfect !","Facilities"
"loved pan pacific. building beautiful, wellbeing floor spa fantastic miss waking infinite pool downstairs! restaurants bars brilliant.","Facilities"
"arrived told mens steam room currently undergoing maintenancenot working. nice compensate.","Facilities"
"excellent customer service, beautiful room, exceptional facilities.","Facilities"
"great hotel. rooms beautiful.","Facilities"
"outstanding start finish","Facilities"
"perfect central location city. comfortable rooms. staff going extra mile make feel home.","Facilities"
"night attended business event nearby, make use breakfast swimming pool early flight morning. definitely hope come stay longer.","Facilities"
"gorgeous property. rooms beautifully decorated, minimalistic classy. didnt chance utilize facilities busy trip tell wouldve amazing did! cyril, door, delightful, gem super knowledgeable area hotel!","Facilities"
"amazing start finish. staff, facilities, ambiance. wait stay again. staff went duty.","Facilities"
"fantastic location. exceptional quality accommodation.","Facilities"
"worth little extra wellbeing suite. staff, food room superb.","Facilities"
".tough question. think tbh.","Facilities"
"10 wife loved just like did great experience fabulous hotel wanted memory weekend bought robes spa..","Facilities"
"all!","Facilities"
"everything. ive stayed times details great.","Facilities"
"felt previous stay got little bit busy really controlled.","Facilities"
"beautiful room wonderful amenities, comfortable bed fantastic staff !!","Facilities"
"nice location , good stuff , tasty breakfast bit expensive , new rooms, big 41 sq.m stayed tween room big bathroom , free water!","Facilities"
"clean spacious rooms","Facilities"
"far city centre","Facilities"
"service amazing, plenty staff hand help out. late evening thirsty, housekeeping brought complementary water. pool lovely nice view bars were. fancy. room felt homely lots furnishings.","Facilities"
"stunning hotel. relaxing quiet","Facilities"
"amazing room spectacular bathroom. great breakfast facilities sauna steam room.","Facilities"
"great.","Facilities"
"great hotel level","Facilities"
"beautiful hotel excellent bars restaurants attached. room spacious comfortable.","Facilities"
"dirty windows spoilt view. special touches despite celebrating birthday. charges possible extra. expensive didnt live price.","Facilities"
"lovely staff, clean environment","Facilities"
"food expensive worth price","Facilities"
"good facility good service","Facilities"
"rooms spacious london standards proximity tube station worked favour.","Facilities"
"dont know timing visitduring christmas till 28th, staff particularly helpful rude fact. werent expecting ratings high property. based singapore high hopes hotel services. food average right unpalatable. overall pretty meh experience!","Facilities"
"loved everything! service fantastic ambience just perfect. rooms beautiful, great views, wines, treats, feels right. travelled son 4 kind helpful. certainly come soon.","Facilities"
"staff nice gave cake traveling special occasion. special thanks abdulhameed","Facilities"
"bit expensive","Facilities"
"team, big rooms fabulous pool","Facilities"
"expensive food offerings limited","Facilities"
"beautiful calming","Facilities"
"restaurants let","Facilities"
"great location amazing rooms bath tub nice sauna steam too.","Facilities"
"plunge pool gym basic weight machines mirrors .","Facilities"
"welcome hotel amazing staff feel comfortable start finish.","Facilities"
"wasnt say didnt like","Facilities"
"great location just opposite liverpool street st. qualified professional staff. beautiful view just będzie. high class.","Facilities"
"everythjng great. thing, paying cards accepted. tourists london world.","Facilities"
"arrival greeted friendly staff welcome, got shown room explain thoroughly. hotel amazing, beautifully designed modern. location great plenty area.","Facilities"
"ordered room service told 30 minutes max, 1 hour called check told minutes.. waited 15 minutes called record order all. weird. pool actually cold, supposed 30 degrees way cold relax in. minor windows dirty, photos. elses hair floor towel. night ruined slightly inflicted plans night.","Facilities"
"pool gym excellent. staff helpful. silver leaf bar excellent. beds comfortable. located street liverpool station easy travel city.","Facilities"
"breakfast overpriced.","Facilities"
"just gorgeous. beautiful comfortable rooms, pretty equipped gym. good room service menu lovely products rooms.","Facilities"
"expensive.","Facilities"
"ambiance hotel charming, view corner room excellent. technology room terrific. easy connect phones watch tv night needed. appreciate birthday cake wife. fantastic stay. location close liver pool station, easy needed.","Facilities"
"complaint regarding mattress room. mentioned desk well. didnt expect soft poor quality mattress 5star hotel like this. hope consider upgrade mattress options guests sleep soft spring mattress causes pain back.","Facilities"
"amazing hotel, amazing service, good location. bed massive comfortable","Facilities"
"despite quick tutorial, need degree electronics work smart lights functions.","Facilities"
"perfectly clean room looked like just bought, unwrapped specifically us. sacrifice room corners smaller items like remote. great job, cleaning team! great facilities access steam room, sauna swimming pool included price working great condition! amazing staff moment walked till checkout, taking care us. warm welcome, slippers water replenished noticing, delayed checkout let enjoy pool sauna just service!","Facilities"
"amazing rooms","Facilities"
"perfect. highly recommend hotel visiting london.","Facilities"
"none.","Facilities"
"staff, decor, location, cleanliness, service efficiency general atmosphere wonderful.","Facilities"
"small complaint previous version room dining menu left room. tried order dishes informed menu changed. updated menu nearly extensive tempting, bit disappointing.","Facilities"
"clean, room spacious, loads different options eat drink. importantly staff lovely look","Facilities"
"complain","Facilities"
"modern , stylish, end decor","Facilities"
"exceptional service stunning hotel facilities great location","Facilities"
"great facilities exceptional service","Facilities"
"lovely hotel great location.","Facilities"
"fault hotel","Facilities"
"beautiful hotel amazing staff","Facilities"
"breakfast priced lukewarm","Facilities"
"beautiful, extremely friendly lovely staff great family hotel","Facilities"
"absolutely amazing, slight critic location smidge far centre","Facilities"
"beautiful property, modern design","Facilities"
"57 pounds person, think refills coffee included. however, paid refill coffee. wow class.","Facilities"
"makeup mirror bathroom. really? come savoy thinking pleasant difference. wrong. business pleasure trip makeup mirror. havent hotel years one. shame you.","Facilities"
"hotel absolutely amazing highly recommend spapool weeks stay pan pacific","Facilities"
"outstanding. hard beat. price quality ratio far competition.","Facilities"
"superb luxury experience. place manages create elegant upscale hotel time avoiding present cliches. 5 hotels pretend sort palace reminiscence opposite, designed nauseaus avantgarde mashup. pan pacific delivers super elegant modern time. beavo! great staff. managed smiling, sincerely smiling 40 minute search room best view. good pool area, amazing breakfast. highly recommended!","Facilities"
"hardly anything. maybe aircon controlls room responsive. colder evenings set 25c wait 20 minutes room crawl 21c","Facilities"
"location","Facilities"
"perfect","Facilities"
"great location, excellent staff, wonderful view room true star treatment half price competition like shangrila.","Facilities"
"received lovely warm welcome staff friendly attentive. location fabulous, walking distance local sites like st. pauls cathedral just short tube ride away west end excel centre visited exhibition. all, fabulous stay.","Facilities"
"amazing way. clean, punctual value money. surprised special gift celebration.","Facilities"
"fault.","Facilities"
"didnt like","Facilities"
"didnt like stunningly clever detailed hotel","Facilities"
"partner ordered bamboo massage but, getting married, massuse assumed didnt want gave different. mentioned after, werent charged massage didnt get, socially confronted feel uncomfortable.","Facilities"
"liked","Facilities"
"super friendly staff went way make feel home welcome","Facilities"
"attention detail, style comfort","Facilities"
"customer service brilliant. colleagues helpful hand help. amazing food afternoon tea too. definitely coming","Facilities"
"larger typical size rooms london contemporary interiors design, calming tones airy lightfilled rooms floortoceiling windows friendly attentive staff highfloor rooms overlooking londons architectural contrast old modern minutes walk metro station, cafes shops, spitalfields market, brick lane","Facilities"
"reception area entrance lacks seating area. currently, chairs adjacent stairs. added accommodate guests waiting rides socializing friends. option seating bit inside orchid lounge.","Facilities"
"incredible solo break here. room, facilities, kind staff amazing food pan pacific really haven city epitome luxury class. thank entire team went me, result, incredible weekend.","Facilities"
"flawless theres improved.","Facilities"
"finished high standard, room thought out. attention awesome. cost lot compared hotels price id say pan pacific edge. ive paid 1000 quality room. big wife fresh superb quality.","Facilities"
"flying visit regret didnt time eat restaurant use facilities more.","Facilities"
"reception incredibly helpful fixing booking.com error booking rooms. offered delicious pastries checking in, shown room attentive member staff room beautiful. didnt want leave hotel!","Facilities"
"absolutely nothing, hotel perfect.","Facilities"
"nice brand oriental vibe chic location business district london, restaurants things do. room bright design pleasant. loved atmosphere attention small details. dyson hair dryer nespresso coffee machine delight. team friendly professional service oriented. housekeeping good. everybody went way us.","Facilities"
"breakfast experience improve. bed wasnt good condition soft. patisserie cafe products good spoiled. swimming pool wasnt attended days bit crowded jumping diving big children unsupervised. pool bit dirty. wardrobe room bit strange small.","Facilities"
"nice brand oriental vibe chic location business district london, restaurants things do. room bright design pleasant. loved atmosphere attention small details. dyson hair dryer nespresso coffee machine delight. team friendly professional service oriented. housekeeping good. everybody went way us.","Facilities"
"breakfast experience improve. bed wasnt good condition soft. patisserie cafe products good spoiled. swimming pool wasnt attended days bit crowded jumping diving big children unsupervised. pool bit dirty. wardrobe room bit strange small.","Facilities"
"attention detail. polite friendly team.","Facilities"
"everything!","Facilities"
"having leave!","Facilities"
"stylish , comfortable, great location","Facilities"
"facilities, cleanliness staff amazing. loved location want outside central london houndsditch 8 minutes walk beautiful area shoreditch .","Facilities"
"5 star","Facilities"
"fabulous helpful staff , lovely clean rooms excellent design","Facilities"
"needed longer stay","Facilities"
"staff helpful nice, place clean spa amazing definitely coming","Facilities"
"hotel 1010!","Facilities"
"stayed lot 5 star places london. really like firmdale properties athenaeum just perfect","Facilities"
"nothing. wish 1 london.","Facilities"
"service modern interior! honestly","Facilities"
"wish hose bathroom","Facilities"
"notch service, best hotels stayed at. decor beautifully done, size room big british european standards. make point high tea stop shiok, bakery. amazing.","Facilities"
"nothing.","Facilities"
"beautiful hotel, comfortable, staff amazingly friendly helpful.","Facilities"
"enjoyable stay exceptional service, second stay wont last. staff cando friendly servile seat afternoon tea lounge reception little really looked enjoy job just fake. bar, pool, lounge, spa excellent. easily stayed weekend leaving hotel. time think just that.","Facilities"
"aj concierge absolutely amazing, more. fantastic!","Facilities"
"sauna steam room located changing rooms means partner.","Facilities"
"hotel gorgeous, quality stay, staffs friendly, liverpool street station just corner, superb!","Facilities"
"staff amazing hotel.","Facilities"
"didnt like","Facilities"
"hotel beautiful staff incredibly helpful. difficult journey train strikes manager offered room upgrade arrival beautiful suite. view amazing! able delay check gave time hotel marathon really helpful.","Facilities"
"new luxurious hotel, perfect, service great, room fantastic, swimming pool amazing.. details beautiful high quality. got upgraded city view room husband birthday, wonderfu.. daughter got toy present, thoughtful detail, appreciate return hotel!!! bought soft robe pan pacific myself, use super soft materials...i love it.","Facilities"
"wish stay longer hotel","Facilities"
"beautifully presented hotel high quality fittings, friendly approachable staff, extremely comfortable beds luxurious toiletries. sauna, steam room pool excellent.","Facilities"
"expected better.","Facilities"
