"sentence","tag"
"loved breakfast bag!","Facilities"
"excellent round!","Facilities"
"pretty hotel nice room","Facilities"
"phone didnt work telling reception promised fix room service. painting walls stay stank corridor service resturant pretty slow busy","Facilities"
"amazing location, short walk station, close tower bridge, markets london bridge sightseeing places. loved interior design hotel, bed super comfy terrace upstairs just brilliant, views shard directions.","Facilities"
"stylish, clean excellent hospitality.","Facilities"
"staff excellent provided consistent, high quality service. seabird restaurant scores high regard food service. hotel located view rooftop bar seabird restaurant great. use brick decor ground floor facilities pleasant detail. room compact, designed functional bed comfortable. hotel good condition clean.","Facilities"
"sound proofing rooms left desired. loud background music seabird restaurant annoying totally surplus requirements","Facilities"
"beautifully appointed room bathroom. easy check incheck out. loved complimentary fresh milk water great choice teacoffee room. feel welcome. close sourh bank facilities close tube.","Facilities"
"design specific.","Facilities"
"interesting location south side, easy walking distance great sites.","Facilities"
"great location nice quiet room good bathroom facilities","Facilities"
"room quite small ok 1 squash 2","Facilities"
"waiter served breakfast,francisco helpful efficient attentive","Facilities"
"bloody lovely! super cool interior vibe. great staff reception. nice friendly. stayed 1 night southwark location following night shepherds bush. southwark win! roof bar lovely, wanted drink eating elsewhere, lady desk restaurant looked distaste shame, talked looked way beneath her. shame.","Facilities"
"staff restaurant.","Facilities"
"perfect location, comfy, quiet stylish","Facilities"
"location","Facilities"
"room clean unless ask masked kind sustainable approach.","Facilities"
"room perfect size air conditioning worked well. smelled beautiful music playing digital radio walk great, relaxing touch. main road really quiet, great sound insulation. breakfast tasty staff friendly, rooftop bar area beautiful, nice vibe great staff. return!","Facilities"
"style decor property room.","Facilities"
"quite bit noise coming vents room door. hotel messaged indicating husbands birthday done. breakfast albie particularly good.","Facilities"
"everything, hotel staff, seabird","Facilities"
"room temp, fair work ac controls possibly user error","Facilities"
"check stars 2pm . gave room 6pm","Facilities"
"hotel great given price room access breakfast facilities better. similar room price else.","Facilities"
"staff, room look feel general","Facilities"
"staff, atmosphere, location.","Facilities"
"room adequate storage short stay","Facilities"
"location fantastic breakfast nice quite different","Facilities"
"furniture","Facilities"
"service, poor roof bar poor service","Facilities"
"room","Facilities"
"funky fitout, cool vibe, easy access transport great location near thames london eye","Facilities"
"nothing!","Facilities"
"food coffee location fabulous. staff winderful","Facilities"
"pillows beds little small couple","Facilities"
"didnt like able open windows room. felt like hazard. otherwise, loved staying hoxton.","Facilities"
"x3 times now, love staff friendly helpful beds comfortable","Facilities"
"resident, wasnt able outside table roof terrace long, kind hoped staying hotel given priority didnt actually like smell bathroom products time, sorry","Facilities"
"view really friendly staff","Facilities"
"room luxurious beautiful, staff really helpful, location perfectly central","Facilities"
"location excellent staff lovely room fab rooftop restaurant","Facilities"
"great style great location.","Facilities"
"rooms sewerage smell coming shower. definitely plumbing issue going hotel noticed room moved also. live music playing downstairs 11pm saturdays 1st floor able hear it. expensive get.","Facilities"
"bed comfortable pillows","Facilities"
"rate kind high night stay","Facilities"
"children felt welcome cared for. breakfast delicious. place alive busy thursdayfriday night, disturbed noise.","Facilities"
"clear booked, breakfast included","Facilities"
"friendliness willingness staff standout","Facilities"
"cosy rooms, gorgeous interiors. service impeccable.","Facilities"
"good choice","Facilities"
"firstly, staff wonderful. downstairs bar beautifully decorated rooftop restaurant. great location access tate museum, shard, thames.","Facilities"
"beds.so uncomfortable far soft. change room new mattress soft. staff member handled beautifully moved room, good. rooms tiny too. literally open suitcase. thought expensive size room quality bed. sorry!","Facilities"
"really enjoyed stay hoxton! rooms truly stunning staff helpful. room service tasty, free waters youre thirsty. close tube station well.","Facilities"
"great location, plush comfortable rooms friendly staff extra mile.","Facilities"
"basic amenities.","Facilities"
"seabird restaurant amazing. oysters happy hour! bed super comfy.","Facilities"
"drawers clothes hangers.","Facilities"
"stylish night stay globe.","Facilities"
"great location hotel really nicely done. staff friendly too.","Facilities"
"like option open window hotel bedroom. great.","Facilities"
"great cool vibe, rooftop eating areas set out. rooms big two. 12pm check appreciated.","Facilities"
"little nothing.","Facilities"
"really clean room bar really nice good atmosphere.","Facilities"
"checked in, nice lady explained us, check experience quite worthy 4 star hotel, lady gave wrong information. paid room checkin, told did pay deposit, attitude indifference customers, 0 customer services. room stayed far standard 4star hotel 300 night.","Facilities"
"funky modern vibe lobby staff friendly, helpful staff willing help accommodating 11 month daughter thoughtful gifts arrival room","Facilities"
"stayed times just right ..","Facilities"
"time went lunch girl grumpy wanted table wasnt cleared . unusual staff excellent","Facilities"
"fantastic staff, beautifully decorated designed, great service, attentive details","Facilities"
"minus beds arent comfortable mattresses soft","Facilities"
"loved design, room really comfortable location great. enjoyed breakfast restaurant downstairs quiet spaces work lobby.","Facilities"
"didnt like, price wished extra amenities like small spa gym","Facilities"
"great location clean stylish modern","Facilities"
"great reception efficient great cocktails bar poor food quality inefficient poor restaurant staff looked staff slow food luke warm occasions","Facilities"
"interior design stunning. staff friendly. bed pillows super comfy. location perfect going, ubers needed! quiet room.","Facilities"
"walking in, reception area check inout wasnt clear actually noisy desk based middle restaurant. water pressure quite weak wasnt water coming taps. lifts slow.","Facilities"
"food amazing! room beautiful bed sooooooooo comfy! loved defiantly come special occasion.","Facilities"
"location good. food excellent. room decor pleasing. like little shop buy drinks snacks room. complementary birthday chocolate banana waffle brunch lovely treat.","Facilities"
"booked rooms 4 months ago checking given rooms different floors. explained elderly mother daughter floor answer clear no.","Facilities"
"great location atmosphere. accommodated rooms nice details. standard hotel room. friendly staff!","Facilities"
"quiet space video meetings.","Facilities"
"decor vibe great! lovely room really nice bed","Facilities"
"nothing!","Facilities"
"beautiful decor lots plants","Facilities"
"loud dryer room went","Facilities"
"start finish experience hotel exceptional. staff, facilities service. quickly felt like home away home. attention absolutely paid off. highly recommend","Facilities"
"hotel looks clean stylish","Facilities"
"noisy environment , people ground floor bar,cafe","Facilities"
"milk fridge comfy beds quiet","Facilities"
"poor lighting bathroom mirror..tricky makeup. body cream bathroom overpriced","Facilities"
"everything, cery special stay","Facilities"
"wonderful view, lobby, room comfort. great location. wish stay longer, wait return! fresh milk open mini fridge great.","Facilities"
"room coffee good, change.","Facilities"
"recently pleasure staying hoxton london southwark, confidently say truly exceptional experience. moment arrived, blown away hotels outstanding features unparalleled service. foremost, location hotel incredibly convenient, metro station just short walk away, making easy explore city. hotels design modern, chic, character, unique touches stand hotels. corner hotel beautifully curated, creating stylish inviting ambiance. standout aspects stay exceptional staff. team hoxton went ensure stay memorable. special surprise boyfriends birthday, left thoughtful gift room, feel incredibly valued appreciated guest. hotels bar downstairs trendy vibrant space, perfect enjoying cocktails mingling guests. restaurant floor simply outstanding, offering diverse menu delicious dishes satisfied culinary cravings. attention quality food drinks topnotch. conclusion, hotel exceeded expectations. highly recommend hoxton seeking remarkable stay london southwark, look forward returning future. soon again!","Facilities"
"property great location, clean staff extremely approachable helpful. music room arrived great touch.","Facilities"
"nothing!","Facilities"
"staff friendly, attentive helpful. lovely decor vibe. comfy bed. nice bathroom products. nice food drinks.","Facilities"
"service room nights. price room, felt nice water, teabags, sugar replenished nights. goes emptying bins. small mix table reservation.","Facilities"
"location excellent. food good staff friendly helpful","Facilities"
"room slightly bigger","Facilities"
"style, service atmosphere amazing. high quality fittings room nice thoughtful touches","Facilities"
"restaurant meals dinner breakfast bit bland flavour expected more. steamer room didnt work preferred iron things simple. pillows super used 3!","Facilities"
"cool bar area. great reception staff","Facilities"
"overpriced. room wasnt super comfy know vibe warehouse just felt bit sparse unfinished. woman controls house restaurant reservations seating rude.","Facilities"
"excellent location, attentive staff, thoughtfully decorated.","Facilities"
"rooms tiny. expected better property new build shy prices charged.","Facilities"
"lovely welcomed hox bubbles handwritten note! time staying cosy room bigger expected roomy stay!.","Facilities"
"really lovely hotel stay at. welcome reception amazing super friendly. design hotel nice...contemporary rustic comfortable too. stayed cosy room category reasonable size lovely bathroom featuring superb rain shower. facing main road didnt experience issues traffic noise all. hotel located tate modern short walk river south bank area. booked seabird restaurant night...an amazing rooftop venue hotel fantastic summer plenty heaters wanted sit outside brave early spring weather. seated near kitchen service area little noisy brightly lit us. requesting move, nicer seat stunning views city. fish amazing service friendly attentive. definitely head hoxton visit london.","Facilities"
"great location, nice accommodation","Facilities"
"nice hotel, processes real mess reason reserved bookings confirmed booking.com went lost sorted nice start. real issue payment overguaranteed total stay, use payment used payment result total authorised credit card ruined luckily credit card just pay stay. ordering right cab difficult booking table breakfast. really impression staff willing inexperienced handle issues. finally really did appreciate fact ask clean room called green policy ok turn cleanup agreed so. short great location, nice venue failing processes make choose hotel.","Facilities"
"amazing hotel, really cool vibe. staff friendly helpful. cocktails roof bar delicious. definitely hotel london on.","Facilities"
"stunning decor, great location","Facilities"
"staff seabird great, reception staff little arrogant, particularly welcoming","Facilities"
"decor nice. liked bathroom. beds comfortable. restaurant vibe excellent.","Facilities"
"thr right temperature. dont like need request room cleaned. everytime tried order food said unavailable. proper lobby nice.","Facilities"
"stylish great bar area","Facilities"
"rooms little small","Facilities"
"great place stay","Facilities"
"nice accommodation","Facilities"
"friendly staff reception ground floor","Facilities"
"expensive breakfast 9 bowl porridge","Facilities"
"rooms, bars location","Facilities"
"nil","Facilities"
"location","Facilities"
"hotel didnt clean rooms guise eco friendly really just cost cutting. great days.","Facilities"
"really enjoyed bar restaurant area. loved style.","Facilities"
"nothing!","Facilities"
"lovely staff, fabulous beds, great location. really enjoyed modern industrial vibe delicious cocktails.","Facilities"
"having leave!","Facilities"
"ambience excellent.","Facilities"
"baths drink midnight","Facilities"
"great location clean, contemporary really comfortable rooms friendly helpful staff","Facilities"
"breakfast tasty pricey.","Facilities"
"room took little bit longer expected ready jessica reception sorted free coffee waited bottle prosecco room us! fantastic service friendly! shes real asset hotel!","Facilities"
"clean, friendly staff right southwark station. music playing entered room nice touch","Facilities"
"picky better pillows bed","Facilities"
"location","Facilities"
"broken toilet, clogged sink, fact charge dont repay difference spoke 3 different departments explaining situation havent received money back.","Facilities"
"time stay hoxton hotel, meets expectation. clean, quality, friendly, beautiful. happy aspects stay.","Facilities"
"room service fast mediocre food fast. style hotel hip cool totally useless spent bit money quality room decore nicer.","Facilities"
"firstly rooms equipped radios turn music enter room. nice? realize paper walls allow hear radios. drove borderline nuts hearing trip. doors insanely heavy pillows flatter crepe price outrageous room unhappy booked shordich. unfamiliar london walk miles anywhere. londons terrible city. recommend.","Facilities"
"hotel lovely, stylish chilled relaxed","Facilities"
"staff restaurant bar areas, rude unhelpful","Facilities"
"room lovely always, nice, fresh quite good quality decor. pleasant helpful staff reception","Facilities"
"breakfast substandard comparing couple years ago stayed hoxton last. ordered egg salmon rye toast, bread fresh supermarket, long shelf life one, salmon hard find, uninspiring start day. staff didnt prioritise hotel guests available seat door freezing day.","Facilities"
"staff excellent hotel. bed comfortable. location excellent. cleaning service efficient.","Facilities"
"problem design room bathroom glass window panel built door, means light bathroom comes early hours morning waking up. way hang things glass pane block light. ironing facilities room annoying.","Facilities"
"comfortable bed nice quiet rooms sleep. 2 early starts conference, quiet appreciated. good location, close transport links. little fridge stocked fresh water milk.","Facilities"
"theyd thought putting clothes steamer in, instead iron. maintenance work it? great plant based milk option long life tbf opened easily reutilised again. room didnt up. probably missed notice great optionclearer info staying nights.","Facilities"
"great location! lot attractions easy reachable tube. lot nice coffee shops restaurants close by. dont forget pay visit rooftop restaurant seabird!!","Facilities"
"great location, comfortable beds friendly staff","Facilities"
"bed comfy!!!","Facilities"
"excellent","Facilities"
"beautiful interiors comfortable","Facilities"
"lifts took long time room lobby","Facilities"
"hoxton perfect work short walk office.","Facilities"
"room bit bigger table space luggage.","Facilities"
"super friendly supportive staff.","Facilities"
"heater room wasnt functioning properly","Facilities"
"thoughtful touches room","Facilities"
"bed plus. comfortable, location superb, reach highlights 20 minutes walking. rooms quiet, going good nights sleep.","Facilities"
"checkin experience pleasant staff welcoming initially. fair, staff friendly, just impression bit awkward side. coffee machine room just provide bad quality instant coffee pads. mini bar, reception ask bring items need room time water. slippers room dont hotel. general, dont price pay.","Facilities"
"booked basis location. room great, stylish, comfortable super clean. staff friendly happy arrived time happy hour oysters!! crazy expensive nicer usual chain hotels worth it.","Facilities"
"breakfast bit expensive quality certainly high. really problem plenty places area.","Facilities"
"central location nice facilities great ambience friendly helpful staff","Facilities"
"complain","Facilities"
"lovely decor great location friendly helpful staff","Facilities"
"good location easy access tube famous landmarks. area quite staff top.","Facilities"
"room small chairs table way store space long stay. cleaning 2 nights stay expect 4 stars hotel. checkin area bit noisy","Facilities"
"room hip classy. like enclosed shower water spilling bathroom. unlike hotel shower half enclosure. like multiple coat hangers wall hang winter jackets. southwark station, convenience central london just walk half hour covent garden.","Facilities"
"stayed 8 nights told need inform desk morning room clean. hmm....we did 1 day, came 4pm wasnt clean clean room. day, came midnight room wasnt clean. didnt clean towels, water dustbin filled up. late night desk helpful...immediately provide clean towel water. late night desk immediately advised keyed room clean everyday. thats helpful ...but didnt desk does day checked in. apart minor thing, stayed wonderful. understand sustainability dingy winter, need dry clean towel day, bin throw away water essential...basic things.","Facilities"
"warm, cosy, exceptional staff went way, comfort room general vibe","Facilities"
"price portion size breakfast delicious","Facilities"
"beautiful designed hotel","Facilities"
"roof bar busy drink","Facilities"
"good location clean modern good atmosphere","Facilities"
"receptionist said going room husbands birthday surprise did","Facilities"
"decor comfort","Facilities"
"breakfast horton benny served cold.","Facilities"
"property modern, clean comfortable","Facilities"
"busy street shame hear traffic bonus","Facilities"
"location. friendly staff. comfort.","Facilities"
"loved stay there! located londons southwark neighborhood, southwark tube station nearby, however, time visited, closed transportation bit challenge. walking distance city westminster, somerset house, covent garden, location ! flew london birthday falls christmas eve arriving there, desk friendly accommodating! pleasant encounter making feel welcomed. got room, exceed expectations room goodsized, decor beautiful, bathroom? superb!! surprised nice personalized christmas happy birthday message paper compliments stay there. breakfast food amazing!! definitely stay 1010!","Facilities"
"hoxton hotels ive far, hoxton southwark stylish immediately feels like home. comfortable lobby cute spacious rooms, way friendly welcoming staff staying hoxton treat. perfectly located near southwark tube station, points walking distance borough market, shakespeare globe, tate modern, st.pauls, etc. stay anytime!","Facilities"
"drinks hotel bar bit later evening sent away fairly early 11pm. bar definintely expensive places london. perfect stay.","Facilities"
"love room bed just divine. staff super friendly","Facilities"
"think of!","Facilities"
"great location close underground, markets, gyms, bus stop. comfortable, nice bar restaurant. personnel great, too.","Facilities"
"great location bar general vibe hotel rooms designed!","Facilities"
"staff bar area werent super polite hotel guests differentiation coming drink.","Facilities"
"waiters staff great,location petfect.","Facilities"
"good location youre happy walk london. staff helpful friendly.","Facilities"
"rooms bit small overpriced is.","Facilities"
"great location great staff. lovely bar restaurant drinks snacks available reception instead mini bar great idea. fresh milk day cartons water. really comfortable bed.","Facilities"
"design rooms. theres storage all. just small hanging area. desk dressing area plug mirror. case stand bench. lived cases floor. bit design practicality.","Facilities"
"lovely hotel great location","Facilities"
"aspects room better, velour chair room stained decor little tired places.","Facilities"
"great hotel restaurant","Facilities"
"nice","Facilities"
"poor sound control units.","Facilities"
"trend","Facilities"
"tea bags nice","Facilities"
"beautiful, quiet room comfortable bed. hotel 3 min walk southwark jubilee line metro station, direct 2 stops access westminster, neighborhood quiet free large crowds. staff professional helpful. contacted early on, just booking, check need everything, agreed, provided. 2 restaurants available, ate breakfasts albie reception good.","Facilities"
"hard point anything. better breakfast options similar price example table cafe need walk 510 mins book advance.","Facilities"
"amazingly friendly helpful staff took delivery birthday cake set room plates forks us! room spectacular view big ben london eye, helpful welcoming","Facilities"
"minor downside mini fridges arbt quite big hold bottle balancing work! ice bucket reception, just bit hassle.","Facilities"
"love breakfast menu, excellent reasonably priced. local hotels charge head charge c25 breakfast helpful youor kids want toast charged whack. room decor fantastically quirky. straightforward pricing everything. hidden costs expensive inroom items.","Facilities"
"showertoiletsink water pressure just adequate.","Facilities"
"hotel excellent location cool trendy vibe. room great clean, comfy spacious enough. gripe windows open pet hate mine.","Facilities"
"open windows room","Facilities"
"amazing bedding, comfy bed, good shower, breakfast bag morning","Facilities"
"lack room service 1030am, toiletries hand, dental kits left","Facilities"
"stylish great service","Facilities"
"room bit small","Facilities"
"great hostmanship!","Facilities"
"hip, instagramable, cool","Facilities"
"scratch surface love property. room service menu, busy restaurant lobby non attentive staff priced","Facilities"
"spacious good location clean friendly staff","Facilities"
"location great!","Facilities"
"staff restaurant intimidating uninterested.","Facilities"
"area, upscale rooms lovely bedding. restaurants superb ambiance staff...the breakfast bag super idea. special thanks anna desk helping electrical device plugs im different country....she fixed flash. seafood room overlooking city delight . sorry windy sit outside.","Facilities"
"just suggestion room....maybe add small stool 2 things once, luggage sit blow dry hair cord short stand up. plus know covid staff shortages, housekeeping challenge nice dirty glasses tea mugs picked up.","Facilities"
"comfortable bed ive slept on! great hotel.","Facilities"
"sound proof terrible, partner literally woke nosies door room, terrrible experience, did good sleep. diappointed, wont come hotel sure.","Facilities"
"location facilites","Facilities"
"room strong smell humidity moist toast avocado cold served","Facilities"
"everything! best hotel stayed at!","Facilities"
"nothing!","Facilities"
"friendly staff","Facilities"
"hands best london hotel experience. staff, food, beds exactly want perfect stay. chilled oasis 2 mins walk heart london. food outstanding location hard match city.","Facilities"
"realized rooftop loungerestaurant existed late stay. clearly communicated checking places like definitely worth visit.","Facilities"
"loved hotel. great atmosphere, lovely vibe, soft lighting bit quirky. rooftop terrace fabulous!","Facilities"
"hate able open windows sleep obviously thats changed!","Facilities"
"hotel rooms bar area newly refurbished stylish. staff extremely friendly helpful.","Facilities"
"everything. wasnt like.","Facilities"
"negative comments make all.","Facilities"
"feel london life style interior rooftop restaurant veiw location radio small breakfast rental bike","Facilities"
"fitness","Facilities"
"great location. staff helpful rooms saw nice, water pipes.","Facilities"
"water pipes walls room make noise like alarm certain times. woke early sunday late night. switch rooms midnight night incident.","Facilities"
"really great hotel, lovely bar downstairs rooftop restaurant.","Facilities"
"rooms slightly smaller side. perfect short stay lot wardrobeluggage space.","Facilities"
"love hotel chain! cool, trendy, clean, fun place stay! recommend more! stayed southwark shoreditch location love both! great locations!","Facilities"
"lovely room nice hotel decor","Facilities"
"went wedding reception food listed items menu actually came out, meaning small taster bowl risotto dinner.","Facilities"
"liked rooms, location, kind friendly staff, amazing rooftop terrace restaurant. interior design rooms bathrooms amazing. room service great quality prices.","Facilities"
"negative thing price level rooms. generally happy.","Facilities"
"beautiful attended small details. like fresh milk fridge nice radio lovely furnishings","Facilities"
"great hotel. cool vibe.","Facilities"
"gymfitness centre.","Facilities"
"great location, trendy looking place great hotel meet interesting people. staff friendly.","Facilities"
"breakfast food average. options werent available. pancake machine broke. good problem. whatsapp room service feature wasnt effective. requested room times returned room wasnt done. nice gym! coworking space door complimentary guests hotel stay.","Facilities"
"cool interior design, cozy atmosphere","Facilities"
"hairs towel pillow cover. water marks different spots toilet.","Facilities"
"hotel looks stunning, clean throughout, staff polite friendly.","Facilities"
"maybe rooms slightly small wasnt problem","Facilities"
"interesting stylish place, art everywhere, amazing design","Facilities"
"room service dont work night","Facilities"
"stylish clean comfortable room. got complimentary upgrade gt.","Facilities"
"rooms little cramped bath","Facilities"
"central location, clean friendly staff","Facilities"
"minibar room","Facilities"
"hotel just stunning, guests able rooftop bar drinks reservation. staff incredibly welcoming you. beds beautifully comfortable walking room experience itself. definitely back!","Facilities"
"included","Facilities"
"outside people. like pub","Facilities"
"room nice, bathroom lovely. breakfast lovely staff amazing!! added special treats room anniversary","Facilities"
"property beautiful. clean kept. staff friendly attentive.","Facilities"
"rooms tiny isnt really luggage. trip 3 weeks 3 luggages space them. clothes suitcases. ideal.","Facilities"
"view room great, bed comfortable","Facilities"
"room little cleaner, liked complementary items higher standard, coffee room wasnt great. air conditioning wasnt working correctly felt room little quieter, hear door light sleeper!","Facilities"
"absolutely love decor hotel, rooms snug comfortable e people. restaurant seabird rooftop cute hosts armi daanyal just incredible! hospitality notch! loved location central away hustle bustle busier parts london.","Facilities"
"nothing! picky say pillows!","Facilities"
"hoxton crew friendlier helpful. loved stay here! place great character, great vibe, rooms nice. also, easy wanted london. thanks particular owen, victoria queen victoria lobby, especially igodalo help guys fantastic! definitely back!","Facilities"
"clean stylish","Facilities"
"expensive bars restaurant","Facilities"
"location wonderful !! hotel stylish trendy, good breakfast vibe general excellent. also, really enjoyed restaurant roof hotel.","Facilities"
"chance price high specifications hotel rooms. quite small lack wardrobe shelves noticeable. leave clothes suitcases duration stay uncomfortable.","Facilities"
"settings deco. .felt like vacation","Facilities"
"reception staff friendly helpful. clean room , delicious breakfast , nice interior decoration. rated 5 star hotel, love hotel ill come visit london.","Facilities"
".","Facilities"
"friendly staff, location, great vibe","Facilities"
"room size little cramped, difficult 3 suitcases","Facilities"
"lovely hotel. trendy.","Facilities"
"busy chaotic disorganised. series bars eateries rooms available add on.","Facilities"
"reception benefit away social areas. recognition hotel guests, burly security asking going, reservation touch turn. appreciate popular bars nice feel like intruder hotel guest. requirement book bar drink. served flat champagne old opened bottle room temperature cold press drink. didnt feel inclined raise issue moving looking busy sure doing what?. roof terrace closed rain hours earlier, urgency make available...busier warmer bearable inside result.","Facilities"
"exactly best mattress good","Facilities"
"small rooms lack space place open 2 suitcases traveling couple","Facilities"
"plenty choices","Facilities"
"atmosphere interior design amazing. staff nice.","Facilities"
"work lot stay wanted work downstairs sure where. just ordered coffee worked bar love recommendation where! did ask staff did really understand wanted accent , nice though.","Facilities"
"beautiful, great location great rooftop bar","Facilities"
"comfortable stay , extremely good staff","Facilities"
"loved service, always.","Facilities"
"great","Facilities"
"loved quirky rooms proximity central london. fantastic views rooftop bar","Facilities"
"better variety pillows. necessarily related hotel rooftop staff little slow came service drinks. recognition staying hotel.","Facilities"
"nice design, cool vibe","Facilities"
"bit expensive offered","Facilities"
"room perfect purposes trip. great little table work at, gorgeous view, bed comfortable air amazing.","Facilities"
"busy lobby restaurant areas guests hotel regular dining guests. evening stay went bar asked table drink, laptop sent mezzanine level bar, apparently better people wanting work, fine guests staff qr code table didnt work order drink. stayed mins went room. qr code general bit hit miss. ordered room service took mins order becaue pages wouldnt load.","Facilities"
"style, decor, restaurant helpful staff","Facilities"
"bathroom bin doesnt lid ideal lady things really nitpicking great!","Facilities"
"room rate expensive size facility","Facilities"
"price","Facilities"
"feeling home minute check hotel, krisztina welcoming supportive great start followed clean nice rooms. daily services smile staff stay comfortable. definitely great staff , rooms touchs, nice words lift room cleaning gifts , make come","Facilities"
"customer service excellent location fantastic food good","Facilities"
"electrical outlets bathroom smaller wash clothes","Facilities"
"style staff great.","Facilities"
"close centre london outdoor space sit especially summer heat. staff great friendly.","Facilities"
"location","Facilities"
"location fabulous ,, reach foot transport..enjoyed downstairs room thought photographs bigger..","Facilities"
"sitting room upstairs wasnt really advertised .. didnt know there.. did bar wasnt use.. lovely space going attract people ..,music band etc.. photos bedroom deceiving,, upgraded bigger bed surprised room bijou,, designed..and bed comfortable.. nice room lower floor widow opened.. did feel hometically sealed upstairs realise wanted air choice preferable,,","Facilities"
"loved styling room hotel","Facilities"
"location fantastic. decor comfortable vibe hotel.","Facilities"
"breakfast included price rooms","Facilities"
"stylish designed room","Facilities"
"staff exceptional. friendly, smiling, helpful people.","Facilities"
"limited space room clothes. wardrobe, shelves bit confusing.","Facilities"
"excellent service, nice breakfast, fabulous restaurant top.","Facilities"
"wardrobe room.","Facilities"
"amazing restaurants","Facilities"
"great staff, great service nice reastaurants.","Facilities"
"cupboard cabinet whatsoever.","Facilities"
"restaurants workspace excellent. location great. access nearby gym great. decor lovely bed comfortable.","Facilities"
"staff definitely helpful. them. excellent. didnt care. 10 charge gym unnecessary. dont gym. free passes walk 15 minutes fairly standard youre partnered with. standard room small. ideal just person.","Facilities"
"loved design hotel. staffs friendly. room clean good view.","Facilities"
"room little bit small","Facilities"
"hotel beautiful atmosphere desk staff friendly tried helpful","Facilities"
"faucet making loud squeaking noise water running, began make constant noise unused half hour day luckily checking didnt deal sound long. importantly room unsanitary. different kinds hair bed. notified staff 3x, walked house keepers unmaking bed time returned hair it. disappointing uncomfortable. got drinks comped night moved handicapped accessible room night, actual issue resolved. notifying staff multiple times uncomfortable continuing press issue cleaning crew questioning walked hair was. stayed room night laid towel. took pictures, whats attached finished.","Facilities"
"free tea coffee, water, milk low cost goods. clean modern. easy access transport sights. reasonable priced restaurant. reception staff friendly knowledgeable.","Facilities"
"lighting bathroom dark woman. steam iron difficult use. needed chest drawerssomewhere store luggage. bigger lobby area. noisy reception area times.","Facilities"
"cleanliness, service, food furnishings","Facilities"
"bed way soft","Facilities"
"cool vibe great room facilities","Facilities"
"lifts limited","Facilities"
"whats like? room design delicate amazing. beds comfy, like sleeping fluffy clouds. staff friendly helpful. walking distance london eye tower bridge. loved stay!","Facilities"
"breakfast bit pricey.","Facilities"
"excellent service","Facilities"
"propreté, style, emplacement, restaurant au roof top, room service","Facilities"
"staff nice helpful.","Facilities"
"decoration, staff, cocktails bar","Facilities"
"mattress soft","Facilities"
"friendly helpful staff, comfortable room good sized bathroom. comfortable bed. great location, just needed be.","Facilities"
"fact short time stay hox!","Facilities"
"location, decor cleanliness exceptional","Facilities"
"staff rooftop v poor, slow service. lot staff doing v little. appeared run floor. really let hotel down. pity views insane. pillows great either.","Facilities"
"location superb. luxury nice. staff friendly. communication staff before, during, good.","Facilities"
"daily room cleaning service knew of.","Facilities"
"lobby, downstairs bar restaurant, rooftop, style, staff welcoming.","Facilities"
"storage clothing.","Facilities"
"staff friendly, help city knowledge, landmarks, best way ect army amazing!!!!","Facilities"
"late night staff roof restaurant friendly, understand got 11, rushed felt like got pushed out.","Facilities"
"interior design. views, location. restaurant little bit disappointing, things sold early eveningwe services somewhat disjointed lot attention beginning, began peter night got busier.","Facilities"
"missed gym.","Facilities"
"people working hotel helpful friendly went extra mile","Facilities"
"windows didnt open option fresh air","Facilities"
"nice, beautiful looking hotel. room designed. breakfast albie restaurant lobby level good. location nice","Facilities"
"stay weekend want good nights rest. wedding partys usual english drunk loud. quieter sleeps youth hostels.","Facilities"
"beautiful hotel good location","Facilities"
"bad ventilation snug, lovely big window unable open","Facilities"
"rooms really stylish. restaurant roof seabird, fantastic. seabass excellent.","Facilities"
"wine bit priced shame. good wine great value.","Facilities"
"clean fashion.","Facilities"
"customer service awful, smile.","Facilities"
"comfy rooms, stylish decor, friendly staff, great location","Facilities"
"didnt realise arrival prebook rooftop bar, staying night drink fully booked","Facilities"
"great atmosphere, good location getting london, really comfy beds lovely staff.","Facilities"
"faults.","Facilities"
"really cool venue, real buzz fun place stay. second stay definitely come back.","Facilities"
"felt facilities room bit better id like able amenities tv clearly just qr code. housekeeping doesnt service room unless request fine nice teacoffeemilk topped room wasnt cleaned im aware asked point hotel having think really just there!","Facilities"
"loved hotel personal touches room.","Facilities"
"unfortunately brunch albie wasnt great.","Facilities"
"clean, friendly, convenient, good energy aesthetic","Facilities"
"service good sloppy arrived taxi drop area unsafe situation","Facilities"
"great location easily walk convenient tube train links spacious room comfortable bed nice leafy outlook buzzy atmosphere lovely roof deck cocktail bar friendly staff","Facilities"
"excellent breakfast located","Facilities"
"storage space clothes limited, tiny hanging space drawers clothes","Facilities"
"room service great. bright, albeit small room.","Facilities"
"room designed, wasnt comfortable. holiday inn better design","Facilities"
"hotel new feel cozy choice pillows great location easy checkin nice clean rooms decoration classy original breakfast fantastic wide choice friendly staff","Facilities"
"drive drive car drop concierge did allow roof bar, sneaking bar tenders happy serve us. concierge using power prevent people form using area","Facilities"
"relaxed friendly fabulous!","Facilities"
"food great. staff nice. rooftop restaurantcocktail bar wax fantastic.","Facilities"
"room cleaning policy having request clean bit weird. point holiday rest cleaning.","Facilities"
"staff helpful friendly. relaxed atmosphere hotel.","Facilities"
"decor, bar location","Facilities"
"fabulous property exception staff","Facilities"
"room little smaller anticipated. maybe simply considered size room selection.","Facilities"
"location","Facilities"
